STA_ID,Station_Name,Elevation,Latitude,Longitude,Nearby_City,HydroID,BasinID,Owner,Maintenance,Operator,MapID,CollectID,County,Basin,Agency,HydroArea,Sensors
MKV,MARKLEEVILLE,5530,38.7,-119.783,MARKLEEVILLE,8,10701, , ,40,19,0,ALPINE,CARSON R,National Weather Service,NORTH LAHONTAN,2
MKW,MOKELUMNE AT WEST POINT,1950,38.368,-120.544,WEST POINT,6,8301, , ,58,18,0,CALAVERAS,MOKELUMNE R,US Geological Survey,SAN JOAQUIN RIVER,"65,66"
MLF,MILL CREEK FLAT,5900,39.942,-121.19,,5,7301, , ,62,13,0,PLUMAS,FEATHER R,Pacific Gas and Electric Company,SACRAMENTO RIVER,"3,18,82"
MLK,MERCED LAKE,7300,37.7386,-119.4057,YOSEMITE VALLEY,6,8701,204,999,702,25,0,MARIPOSA,MERCED R,CA Dept of Water Resources/Snow Surveys,SAN JOAQUIN RIVER,"1,4,9,10,12,14,18,25,77,78,96,97,98,99,100,103,104,105,106,107,108,115,146"
MLM,MILL CREEK NR LOS MOLINOS,385,40.05460358,-122.0241547,LOS MOLINAS,5,6501, , ,58,8,0,TEHAMA,SACRAMENTO R,US Geological Survey,SACRAMENTO RIVER,"1,14,20,25,41"
MLO,MILO,2002,36.232,-118.871,PORTERVILLE,7,9801, , ,3,32,0,TULARE,TULARE LAKE,CAL FIRE,TULARE LAKE,"2,4,9,10,11,12,13,14,26,77,78"
MLR,MALLORY RIDGE,2040,37.817,-121.779,DANVILLE,2,8101, , ,97,23,0,CONTRA COSTA,DELTA,Contra Costa Water District,SAN FRANCISCO BAY,"2,4,9,10,11,12,13,14,26,30,31,32,77,78"
MLW,SACTO R AT MOULTON WEIR (CREST 76.8'),85,39.33821106,-122.0226288,COLUSA,5,6501,999,999,1,12,0,COLUSA,SACRAMENTO R,CA Dept of Water Resources,SACRAMENTO RIVER,"1,14,16,20,169"
MMC,MERCED MAIN CANAL,9999,37.57,-120.27,MERCED,6,8701, , ,204,24,0,MERCED,MERCED R,Merced Irrigation District,SAN JOAQUIN RIVER,69
MMD,MOUNT MADONNA,1822,37.011,-121.702,GILROY,3,3101, , ,143,23,0,SANTA CLARA,SAN BENITO R,Santa Clara County,CENTRAL COAST,16
MMF,MERCED RIVER BELOW MERCED FALLS,310,37.522,-120.331,SNELLING,6,8701, , ,204,24,0,MERCED,MERCED R,Merced Irrigation District,SAN JOAQUIN RIVER,"1,14,20"
MMS,MERCED RIVER BELOW MCSWAIN DAM,350,37.52239,-120.31111,SNELLING,6,8701, , ,801,24,0,MARIPOSA,MERCED R,CA Dept of Fish and Game,SAN JOAQUIN RIVER,25
MMT,MAMMOTH,8300,37.62,-118.992,MAMMOTH LAKES,9,11001, , ,71,26,0,MONO,OWENS R,City of Los Angeles; Dept of Water and Power,SOUTH LAHONTAN,"3,18,82"
MMW,MOUNTAIN MEADOWS,5046,40.283,-121.017,WESTWOOD,5,7301, , ,60,9,0,LASSEN,FEATHER R,Pacific Gas & Electric,SACRAMENTO RIVER,"6,15"
MN1,MINARETS NO 1,8300,37.65,-118.995,MAMMOTH LAKES,9,11001, , ,999,26,0,MONO,OWENS R,None Specified,SOUTH LAHONTAN,"3,18,82"
MN2,MINARETS 2,9000,37.663,-119.017,MAMMOTH LAKES,9,11001, , ,71,25,0,MONO,OWENS R,City of Los Angeles; Dept of Water and Power,SOUTH LAHONTAN,"3,18,82"
MN3,MINARETS 3,8200,37.653,-118.992,MAMMOTH LAKES,9,11001, , ,999,26,0,MONO,OWENS R,None Specified,SOUTH LAHONTAN,"3,18,82"
MNC,LAKE MENDOCINO,760,39.199,-123.182,UKIAH,1,1601, , ,56,11,0,MENDOCINO,RUSSIAN R,US Army Corps of Engineers,NORTH COAST,15
MNE,MERCED RIVER BELOW NEW EXCHEQUER DAM,414,37.57927,-120.2831,SNELLING,6,8701, , ,801,24,0,MARIPOSA,MERCED R,CA Dept of Fish and Game,SAN JOAQUIN RIVER,25
MNG,MINING RIDGE,4710,36.081,-121.496,LUCIA,3,3701, , ,127,29,0,MONTEREY,MONTEREY COAST,Monterey County,CENTRAL COAST,16
MNH,MOUNTAIN HOME,5400,36.242,-118.71,MILO,7,9601, , ,56,32,0,TULARE,TULE R,US Army Corps of Engineers,TULARE LAKE,"2,4,45"
MNK,MINERAL KING,8000,36.437,-118.587,MINERAL KING,7,9501, , ,53,32,0,TULARE,KAWEAH R,Sequoia and Kings Canyon National Parks,TULARE LAKE,"3,18,82"
MNP,MONO PASS,11450,37.438,-118.773,,6,9001, , ,68,26,0,FRESNO,SAN JOAQUIN R,Southern California Edison Company,SAN JOAQUIN RIVER,"3,18,82"
MNR,MINERAL (OBSERVER),4875,40.35,-121.6,CHESTER,5,7001, , ,40,9,0,TEHAMA,SACTO VLY NE,National Weather Service,SACRAMENTO RIVER,"2,45"
MNT,MONITOR PASS,8350,38.67,-119.615,,8,10701, , ,54,19,0,ALPINE,CARSON R,Natural Resources Conservation Service,NORTH LAHONTAN,"2,3,4,18,30,31,32,82"
MNZ,MANZANITA LAKE (CDF),5750,40.543,-121.582,SUMMERTOWN,5,7001, , ,44,9,0,SHASTA,SACTO VLY NE,US Forest Service,SACRAMENTO RIVER,"2,4,9,10,11,12,13,14,26,30,31,32,77,78"
MOD,TUOLUMNE RIVER AT MODESTO,90,37.62687683,-120.9879913,MODESTO,6,8601,700,999,58,24,2,STANISLAUS,TUOLUMNE R,US Geological Survey,SAN JOAQUIN RIVER,"1,5,14,20,25,41,100,169"
MOK,MOKELUMNE R @ SAN JOAQUIN RIVER,0,38.1061,-121.5711,ISLETON,6,8301, , ,5,17,0,SAN JOAQUIN,MOKELUMNE R,USGS and DWR,SAN JOAQUIN RIVER,"1,20,21,25,27,100"
MOM,MONACHE MEADOWS,8000,36.2,-118.172,,7,9701, , ,999,32,0,TULARE,KERN R,None Specified,TULARE LAKE,"3,18,82"
MON,MORAN DRAIN,54,37.4362,-121.0363,CROW'S LANDING,6,9001, , ,233,23,0,STANISLAUS,SAN JOAQUIN R,Patterson ID / SJVDA,SAN JOAQUIN RIVER,"1,21,25,100"
MPG,MARIPOSA GROVE,6400,37.5,-119.6,SUGAR PINE,6,8701, , ,3,25,0,MARIPOSA,MERCED R,CAL FIRE,SAN JOAQUIN RIVER,"2,4,9,10,12,13,14,18,30,31,32,45,77,78,103,104,105,106,107,108,194,195,196,197,198,199"
MPL,MAMMOTH POOL,3330,37.329,-119.328,BIG CREEK,6,9001, , ,168,25,0,FRESNO,SAN JOAQUIN R,Southern California Edison Company,SAN JOAQUIN RIVER,15
MPS,MERIDIAN PUMPS,50,39.148,-121.918,MERIDIAN,5,6501, , ,151,13,0,SUTTER,SACRAMENTO R,Sutter County,SACRAMENTO RIVER,"1,14,16,20"
MR2,MINERS RANCH RESERVOIR (STA 2),886,39.5115,-121.46196,OROVILLE,5,7301, , ,80,13,2,BUTTE,FEATHER R,South Feather Water and Power Agency,SACRAMENTO RIVER,"6,14"
MRB,SAN JOAQUIN R AT MAZE RD BRIDGE,39,37.6414,-121.2276,SAN JOAQUIN CITY,6,9001, , ,1,23,0,STANISLAUS,SAN JOAQUIN R,CA Dept of Water Resources,SAN JOAQUIN RIVER,"1,14,20,25,27,28,41,61,62,100"
MRC,MERCED R NR MERCED FALLS,311,37.522,-120.331,MERCED,6,8701, , ,58,24,0,MERCED,MERCED R,US Geological Survey,SAN JOAQUIN RIVER,"8,65,66"
MRD,EEL RIVER SF NR MIRANDA (AT SYLVANDALE),218,40.18180847,-123.7761459,MIRANDA,1,1201,700,999,5,7,0,HUMBOLDT,EEL R,USGS and DWR,NORTH COAST,"1,2,14,16,20,45,169"
MRE,MATTOLE RIVER NEAR ETTERSBURG,626,40.13930893,-123.9914246,ETTERSBURG,1,1401, , ,58,7,0,HUMBOLDT,MATTOLE R,US Geological Survey,NORTH COAST,"1,14,20,25"
MRF,MAD R ABV RUTH RESERVOIR NR FOREST GLEN,2700,40.2843132,-123.3353043,FOREST GLEN,1,1101, , ,58,7,0,TRINITY,MAD R,US Geological Survey,NORTH COAST,"1,14,20"
MRH,MARSH CREEK FIRE,740,37.8949,-121.8635,CONCORD,2,2801, , ,107,23,0,CONTRA COSTA,SF BAY,Contra Costa County,SAN FRANCISCO BAY,"1,16"
MRK,MARIPOSA CK ABV TOMKI RD,955,39.3322,-123.2353,HOPLAND,1,1601, , ,40,0,2,MENDOCINO,RUSSIAN R,National Weather Service,NORTH COAST,"1,14"
MRL,MARLETTE LAKE,8000,39.173,-119.905,INCLINE VILLAGE,8,10601, , ,54,99,0,State of Nevada,LAKE TAHOE,Natural Resources Conservation Service,NORTH LAHONTAN,"2,3,4,18,30,31,32,82"
MRM,MORAINE MEADOWS,8400,36.72,-118.572,,7,9401, , ,999,32,0,TULARE,KINGS R,None Specified,TULARE LAKE,"3,18,82"
MRO,MOUNT ROSE,9000,39.353,-119.898,TAHOE CITY,8,10501, , ,54,26,0,State of Nevada,TRUCKEE R,Natural Resources Conservation Service,NORTH LAHONTAN,"3,18,82"
MRP,MARIPOSA RANGER STATION,2250,37.504166,-119.986946,MARIPOSA,6,8701, , ,3,25,0,MARIPOSA,MERCED R,CAL FIRE,SAN JOAQUIN RIVER,"2,4,9,10,11,12,13,14,26,30,31,32,45,77,78"
MRQ,MARIPOSA CK BLW MARIPOSA DAM,346,37.28,-120.1617,PLANADA,6,8451, , ,56,24,0,MARIPOSA,LITTLEJOHN CR,US Army Corps of Engineers,SAN JOAQUIN RIVER,"1,2,14"
MRS,MORMON SLOUGH AT BELLOTA (USACE),130,38.054,-121.012,BELLOTA,6,8401, , ,56,17,0,CALAVERAS,CALAVERAS R,US Army Corps of Engineers,SAN JOAQUIN RIVER,"1,2,14,20,169"
MRT,MARTIS CREEK RESERVOIR,5745,39.327,-120.113,TRUCKEE,8,10501, , ,56,14,0,NEVADA,TRUCKEE R,US Army Corps of Engineers,NORTH LAHONTAN,"1,2,4,6,7,9,10,14,15,20,30,31,32,45,94,200"
MRU,MIDDLE RIVER AT UNDINE ROAD,0,37.8339,-121.386,LATHROP,6,9001, , ,704,23,0,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources/NCRO,SAN JOAQUIN RIVER,"20,21,25,27,28,61,62,100"
MRX,MIDDLE RIVER NEAR TRACY BLVD,13,37.881415,-121.467395,TRACY,6,9001, , ,704,22,17,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources/NCRO,SAN JOAQUIN RIVER,"25,27,28,61,62,100"
MRY,YUBA RIVER NEAR MARYSVILLE,88,39.17572403,-121.5249634,MARYSVILLE,5,7401, , ,58,13,0,YUBA,YUBA R,US Geological Survey,SACRAMENTO RIVER,"1,14,20,41,169"
MRZ,MARTINEZ,8,38.02763748,-122.1404877,MARTINEZ,2,2001, , ,705,999,0,CONTRA COSTA,EAST BAY,CA Dept of Water Resources,SAN FRANCISCO BAY,"1,4,5,9,10,14,25,26,27,28,61,62,92,100,102,141"
MSA,MURRAY CK NR SAN ANDREAS,880,38.2116,-120.6751,SAN ANDREAS,6,8301, , ,58,17,2,CALAVERAS,MOKELUMNE R,US Geological Survey,SAN JOAQUIN RIVER,"1,14,16,45"
MSB,MORMON SLOUGH AT BELLOTA (ALERT),125,38.053,-121.01,BELLOTA,6,8401, , ,139,17,0,SAN JOAQUIN,CALAVERAS R,San Joaquin County,SAN JOAQUIN RIVER,1
MSD,SAN JOAQUIN RIVER AT MOSSDALE BRIDGE,31,37.786,-121.306,MANTECA,6,9001, , ,705,23,0,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources,SAN JOAQUIN RIVER,"1,4,5,9,10,14,20,21,25,26,27,28,41,61,62,100,144,146,169"
MSF,MERCED RIVER NR SANTE FE BRIDGE CRESSEY,115,37.43362,-120.65454,CRESSEY,6,8701, , ,801,24,0,MERCED,MERCED R,CA Dept of Fish and Game,SAN JOAQUIN RIVER,25
MSG,MUD SLOUGH NR GUSTINE,70,37.2625,-120.9056,GUSTINE,6,9001, , ,58,24,0,MERCED,SAN JOAQUIN R,US Geological Survey,SAN JOAQUIN RIVER,"1,14,20,25,41,100"
MSJ,MERCED RIVER ABV SAN JOAQUIN RIVER CONFL,52,37.3476,-120.97183,STEVINSON,6,8701, , ,801,24,0,MERCED,MERCED R,CA Dept of Fish and Game,SAN JOAQUIN RIVER,25
MSK,MOUNT ROSE SKI AREA,8900,39.326,-119.902,TAHOE CITY,8,10601, , ,54,99,0,State of Nevada,LAKE TAHOE,Natural Resources Conservation Service,NORTH LAHONTAN,"2,3,4,18,30,31,32,82"
MSL,MONTEZUMA SLOUGH AT ROARING R,0,38.0934,-121.8872,FAIRFIELD,5,8101, , ,705,17,0,SOLANO,DELTA,CA Dept of Water Resources,SACRAMENTO RIVER,"1,14,25,100"
MSN,MERCED RIVER NEAR SNELLING,260,37.502,-120.451,SNELLING,6,8701,700,999,1,24,0,MERCED,MERCED R,CA Dept of Water Resources,SAN JOAQUIN RIVER,"1,14,20,41"
MSP,MISSION PEAK,1580,37.517,-121.883,FREMONT,2,2101, , ,40,23,0,ALAMEDA,ALAMEDA CR,National Weather Service,SAN FRANCISCO BAY,16
MSR,MARSHALL ROAD DRAIN,54,37.4364,-121.0361,CROW'S LANDING,6,9001, , ,233,23,0,STANISLAUS,SAN JOAQUIN R,Patterson ID / SJVDA,SAN JOAQUIN RIVER,"1,21,25,100"
MST,MERCED RIVER NEAR STEVINSON,82,37.371,-120.931,STEVINSON,6,8701,700,999,706,24,0,MERCED,MERCED R,CA Dept of Water Resources/SCRO,SAN JOAQUIN RIVER,"1,14,20,25,41,100,169"
MSV,MOUNT STOVER,5600,40.293,-121.292,,5,7301, , ,62,9,0,PLUMAS,FEATHER R,Pacific Gas and Electric Company,SACRAMENTO RIVER,"3,18,82"
MTB,MIDDLE RIVER AT TRACY BLVD,20,37.881,-121.456,TRACY,6,9001, , ,1,23,0,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources,SAN JOAQUIN RIVER,"1,5,14,25,100,141,144"
MTD,MOUNT DIABLO,3849,37.8816,-121.9141,LAYFAYETTE,2,2001, , ,303,23,0,CONTRA COSTA,EAST BAY,San Ramon Valley Fire District,SAN FRANCISCO BAY,"2,4,9,10,11,12,13,14,17,26,30,31,32,77,78"
MTE,MOUNT ELIZABETH,4933,38.057,-120.241,TWAIN HARTE,6,8601, , ,44,18,0,TUOLUMNE,TUOLUMNE R,US Forest Service,SAN JOAQUIN RIVER,"2,4,9,10,11,12,13,14,26,30,31,32,77,78"
MTF,MOUNTAIN REST,4100,37.054,-119.371,FRESNO,6,9001, , ,44,25,0,FRESNO,SAN JOAQUIN R,US Forest Service,SAN JOAQUIN RIVER,"2,4,9,10,11,12,13,14,26,30,31,32,45,77,78"
MTG,MUSTANG RIDGE,2700,36.193,-120.759,LONOAK,3,3301, , ,127,30,0,MONTEREY,SALINAS R,Monterey County,CENTRAL COAST,16
MTK,MARTIS CK NR TRUCKEE,5730,39.32879639,-120.1176987,TRUCKEE,8,10501, , ,56,14,0,NEVADA,TRUCKEE R,US Army Corps of Engineers,NORTH LAHONTAN,"1,14,20,25"
MTL,MARTIS POOL,5858,39.3267,-120.1133,TRUCKEE,8,10501, , ,56,14,0,NEVADA,TRUCKEE R,US Army Corps of Engineers,NORTH LAHONTAN,"2,4,9,10,14,43"
MTM,MITCHELL MEADOW,9900,36.737,-118.712,GIANT FOREST,7,9401, , ,56,32,0,TULARE,KINGS R,US Army Corps of Engineers,TULARE LAKE,"3,4,30,31,32,82"
MTO,MF TUOLUMNE R NR OAKLAND REC CAMP,2800,37.8283,-120.1081,GROVELAND,6,8601, , ,275,24,0,TUOLUMNE,TUOLUMNE R,City and County of San Francisco,SAN JOAQUIN RIVER,"1,4,12,14,20,41"
MTR,MATHER,4809,37.883,-119.85,MATHER CAMP,6,8601, , ,999,25,0,TUOLUMNE,TUOLUMNE R,None Specified,SAN JOAQUIN RIVER,2
MTY,MONTEREY AIRPORT,217,36.590557,-121.847504,MONTEREY,3,3601, , ,40,29,13,MONTEREY,CARMEL R,National Weather Service,CENTRAL COAST,"2,45"
MTZ,MT. ZION,2968,38.39,-120.6525,PINE GROVE,6,8301, , ,3,18,0,AMADOR,MOKELUMNE R,CAL FIRE,SAN JOAQUIN RIVER,"2,4,9,10,11,12,13,14,30,31,32"
MUC,MUD CREEK NEAR CHICO,170,39.78335571,-121.8867188,CHICO,5,6501, , ,1,13,0,BUTTE,SACRAMENTO R,CA Dept of Water Resources,SACRAMENTO RIVER,"1,14,20"
MUD,MUD SPRINGS,3400,40.717,-123.283,WEAVERVILLE,1,901,700,700,700,7,0,TRINITY,TRINITY R,CA Dept of Water Resources/Flood Management,NORTH COAST,"2,4,14,16,45"
MUP,MIDDLE RIVER AT UNION POINT,0,37.890778,-121.488361,TRACY,6,9001, , ,704,23,0,SAN JOAQUIN,SAN JOAQUIN R,CA Dept of Water Resources/NCRO,SAN JOAQUIN RIVER,"25,27,28,61,62,100"
MUR,ANGELS CK BLW MURPHYS,2138,38.1381,-120.3386,MURPHYS,6,8401, , ,610,18,0,CALAVERAS,CALAVERAS R,Utica Power Authority,SAN JOAQUIN RIVER,"1,14,115,141"
MVA,MT VACA,2611,38.395,-122.098618,VACAVILLE,5,8011, , ,221,15,34,SOLANO,ULATIS CR,Solano County Water Agency,SACRAMENTO RIVER,45
MWL,MEADOW LAKE,7200,39.417,-120.508,CISCO,5,7401, , ,63,14,0,NEVADA,YUBA R,Pacific Gas and Electric Company,SACRAMENTO RIVER,"3,18,82"
MWR,EASTSIDE BYPASS AT MERCED NWR,100,37.177254,-120.652117,EL NIDO,5,9001, , ,50,24,2,MERCED,SAN JOAQUIN R,US Bureau of Reclamation,SACRAMENTO RIVER,"1,14,25,100"
MZL,MANZANITA LAKE,5850,40.533,-121.567,SUMMERTOWN,5,6701, , ,1,9,0,SHASTA,PIT R,CA Dept of Water Resources,SACRAMENTO RIVER,2
NAP,NAPA RIVER NEAR NAPA,25,38.36824417,-122.3033066,NAPA,2,1901,700,999,5,16,0,NAPA,NAPA R,USGS and DWR,SAN FRANCISCO BAY,"1,14,20,41,169"
NAR,ENGLEBRIGHT-NARROWS (DWR),527,39.233,-121.267,MARYSVILLE,5,7401, , ,1,13,0,YUBA,YUBA R,CA Dept of Water Resources,SACRAMENTO RIVER,"1,20"
NAT,LAKE NATOMA  (NIMBUS DAM),132,38.65,-121.183,NIMBUS,5,7701, , ,50,17,0,SACRAMENTO,AMERICAN R,US Bureau of Reclamation,SACRAMENTO RIVER,"6,7,15,22,23,48,71,76"
NC1,NUCLEAR 1,7800,37.373,-118.7,,9,11001, , ,999,26,0,INYO,OWENS R,None Specified,SOUTH LAHONTAN,"3,18,82"
NC2,NUCLEAR 2,9500,37.37,-118.715,,9,11001, , ,999,26,0,INYO,OWENS R,None Specified,SOUTH LAHONTAN,"3,18,82"
NCA,NICASIO,180,38.075,-122.757,POINT REYES STATION,2,1701, , ,89,16,0,MARIN,COAST-MARIN,Marin Municipal Water District,SAN FRANCISCO BAY,15
NCC,NORTH FORK CACHE CREEK NR CHALK MOUNTAIN,1175,39.06950378,-122.5843277,CLEARLAKE OAKS,5,7901, , ,1,12,0,LAKE,CACHE CR,CA Dept of Water Resources,SACRAMENTO RIVER,"1,14"
NCI,N FK CACHE CR BLW INDIAN VALLEY RES,1300,39.081,-122.535,CLEARLAKE OAKS,5,7901, , ,58,12,0,LAKE,CACHE CR,US Geological Survey,SACRAMENTO RIVER,"1,2,14,20"
NCL,N FK CACHE CK NR CLEARLAKE OAKS 8NE,1840,39.16556,-122.61889,CLEARLAKE OAKS,5,7901, , ,58,11,2,LAKE,CACHE CR,US Geological Survey,SACRAMENTO RIVER,"1,14,20,41"
NCO,N FK COTTONWOOD CK ABV LK AT BRDG NR ONO,2800,40.53583527,-122.6748428,ONO,5,6901, , ,707,8,0,SHASTA,COTTONWOOD CR,CA Dept of Water Resources,SACRAMENTO RIVER,"1,14,20"
NCS,NEWCASTLE-PINEVIEW SCHOOL,890,38.874,-121.135,ROSEVILLE,5,7701, , ,73,17,0,PLACER,AMERICAN R,City of Roseville,SACRAMENTO RIVER,"16,45"
NCU,NORTH FORK CACHE CREEK ABOVE SLIDE,1440,39.07108688,-122.5416183,CLEARLAKE OAKS,5,7901, , ,1,12,0,LAKE,CACHE CR,CA Dept of Water Resources,SACRAMENTO RIVER,"1,14"
NDC,N FK KINGS R ABV DINKET CK,2001,36.915,-119.1206,TRIMMER SPRINGS,6,9401, , ,61,31,0,FRESNO,KINGS R,Pacific Gas and Electric Company,SAN JOAQUIN RIVER,"1,14"
NDV,NORTH FORK DIVERSION DAM,6695,38.438332,-120.01667,BIG MEADOW,6,8501, , ,615,17,37,ALPINE,STANISLAUS R,Northern California Power Agency,SAN JOAQUIN RIVER,"6,110"
NEW,SAN JOAQUIN RIVER NEAR NEWMAN,90,37.35049438,-120.97715,NEWMAN,6,9001,700,999,5,24,0,MERCED,SAN JOAQUIN R,USGS and DWR,SAN JOAQUIN RIVER,"1,14,20,41,169"
NFA,N FORK AMERICAN R AT AUBURN DAM,500,38.852,-121.057,AUBURN,5,7701, , ,58,17,0,PLACER,AMERICAN R,US Geological Survey,SACRAMENTO RIVER,"14,25"
NFC,N FORK CACHE CREEK AT HOUGH SPRINGS,1534,39.16544724,-122.6199875,,5,7901, , ,58,12,0,LAKE,CACHE CR,US Geological Survey,SACRAMENTO RIVER,"1,14,20"
NFD,NF AMERICAN R AT NORTH FORK DAM,715,38.93600845,-121.0238342,AUBURN,5,7701, , ,58,17,0,PLACER,AMERICAN R,US Geological Survey,SACRAMENTO RIVER,"1,14,20,41"
NFG,NORTH FORK GUALALA RIVER NEAR GUALALA,30,38.785,-123.502,GUALALA,1,1550, , ,1,15,0,MENDOCINO,GUALALA R,CA Dept of Water Resources,NORTH COAST,"1,14,25"
NFH,TRINITY R ABV NF TRINITY NR HELENA,1410,40.7665329,-123.1144791,HELENA,1,901, , ,404,7,0,TRINITY,TRINITY R,US Geological Survey & US Bureau of Reclamation,NORTH COAST,"1,4,14,20,25,27,61"
NFP,NORTH FORK FEATHER RIVER AT PULGA,1305,39.794,-121.451,PULGA,5,7301, , ,60,13,20,BUTTE,FEATHER R,Pacific Gas & Electric,SACRAMENTO RIVER,"1,20"
NFR,NORTH FORK R S,2630,37.233,-119.5,BASS LAKE,6,9001, , ,44,25,0,MADERA,SAN JOAQUIN R,US Forest Service,SAN JOAQUIN RIVER,"2,4,9,10,11,12,13,14,26,30,31,32,45,77,78,203"
NFW,N FK WILLOW CK NR SUGAR PINE,5200,37.3978,-119.5592,OAKHURST,6,9001, , ,720,25,0,MADERA,SAN JOAQUIN R,Madera Irrigation District,SAN JOAQUIN RIVER,"1,14,20,41,165"
NGF,NIAGARA FLAT,6500,38.327,-119.912,,6,8501, , ,67,19,0,TUOLUMNE,STANISLAUS R,Pacific Gas and Electric Company,SAN JOAQUIN RIVER,"3,18,82"
NGM,NEW GRACE MEADOW,8900,38.15,-119.617,,6,8601, , ,52,19,0,TUOLUMNE,TUOLUMNE R,Yosemite National Park,SAN JOAQUIN RIVER,"3,18,82"
NGP,NEW HOGAN POOL,546,38.1503,-120.8125,VALLEY SPRINGS,6,8401, , ,56,18,0,CALAVERAS,CALAVERAS R,US Army Corps of Engineers,SAN JOAQUIN RIVER,"14,43"
NGQ,CALAVERAS R BLW NEW HOGAN DAM,520,38.1481,-120.8239,VALLEY SPRINGS,6,8401, , ,56,18,0,CALAVERAS,CALAVERAS R,US Army Corps of Engineers,SAN JOAQUIN RIVER,"1,14,25"
NHC,N HONCUT CK AT HWY 70,74,39.309308,-121.59518,LIVE OAK,5,7301, , ,704,12,2,YUBA,FEATHER R,CA Dept of Water Resources/NCRO,SACRAMENTO RIVER,"1,14"
NHG,NEW HOGAN LAKE,554,38.152,-120.812,VALLEY SPRINGS,6,8401, , ,56,18,0,CALAVERAS,CALAVERAS R,US Army Corps of Engineers,SAN JOAQUIN RIVER,"2,6,7,8,15,22,23,31,32,45,76,91,94,200"
NHW,NEW HOGAN WEATHER,554,38.1508,-120.8156,VALLEY SPRINGS,6,8401, , ,56,18,0,CALAVERAS,CALAVERAS R,US Army Corps of Engineers,SAN JOAQUIN RIVER,"2,4,9,10,12,14,17,26,29,45,47,175"
NIC,FEATHER RIVER NEAR NICOLAUS,43,38.88983536,-121.6047592,NICOLAUS,5,7301,700,999,700,999,0,SUTTER,FEATHER R,CA Dept of Water Resources/Flood Management,SACRAMENTO RIVER,"1,2,14,169"
NJD,NEW JERUSALEM DRAIN,20,37.7267,-121.2996,MANTECA,6,9001, , ,360,23,0,SAN JOAQUIN,SAN JOAQUIN R,University of the Pacific,SAN JOAQUIN RIVER,"1,14,25,100"
NKB,N FORK KINGS RIV BLW BALCH DIV DAM,2890,36.903,-119.05,SANGER,6,9401, , ,60,31,20,FRESNO,KINGS R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"1,14"
NKC,NO FK KINGS R NR CLIFF CAMP,6150,36.9939,-118.9803,SHAVER LAKE,7,9401, , ,60,32,0,FRESNO,KINGS R,Pacific Gas & Electric,TULARE LAKE,"1,14"
NKD,NF KINGS RIVER BLW DINKEY CREEK ,1035,36.88,-119.128,SANGER,7,9401, , ,60,31,0,FRESNO,KINGS R,Pacific Gas & Electric,TULARE LAKE,"1,14,20"
NKW,NF KINGS R BLW WISHON DAM,6300,37.0014,-118.9722,AUBERRY,6,9401, , ,60,26,0,FRESNO,KINGS R,Pacific Gas & Electric,SAN JOAQUIN RIVER,"1,14"
NLL,NELLIE LAKE,8000,37.257,-119.225,,6,9001, , ,68,25,0,FRESNO,SAN JOAQUIN R,Southern California Edison Company,SAN JOAQUIN RIVER,"3,18,82"
NLS,NOEL SPRING,5100,39.538,-122.667,ELK CREEK,1,7251, , ,56,12,0,GLENN,STONY CR,US Army Corps of Engineers,NORTH COAST,"2,3,4,30,31,32,45,82"
NMD,NF WILLOW CK BLW MANZANITA DAM,2819,37.2444,-119.5161,BASS LAKE,6,9001, , ,61,25,0,MADERA,SAN JOAQUIN R,Pacific Gas and Electric Company,SAN JOAQUIN RIVER,"1,14"
NML,NEW MELONES RESERVOIR,1135,37.9481,-120.525,SONORA,6,8501, , ,50,24,0,CALAVERAS,STANISLAUS R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"6,8,15,22,23,45,48,68,71,74,76,85,94,200"
NMN,NEW MANZANITA LAKE,5900,40.533,-121.562,,5,6701, , ,51,9,0,SHASTA,PIT R,Lassen Volcanic National Park,SACRAMENTO RIVER,"3,18,82"
NMQ,NEW MELONES DAM HQ,960,38,-120.49,JAMESTOWN,6,8501, , ,56,17,13,TUOLUMNE,STANISLAUS R,US Army Corps of Engineers,SAN JOAQUIN RIVER,"2,203"
NMR,NORTH MOKELUMNE R AT W WALNUT GROVE RD,0,38.2232,-121.5071,WALNUT GROVE,6,8301, , ,58,17,0,SAN JOAQUIN,MOKELUMNE R,US Geological Survey,SAN JOAQUIN RIVER,"1,20,21,25,100,221"
NMS,NEW MELONES,1400,37.948,-120.525,SONORA,6,8501,50,700,50,24,0,CALAVERAS,STANISLAUS R,US Bureau of Reclamation,SAN JOAQUIN RIVER,"2,4,14,16,30,31,32,45"
NMT,NEW MELONES POWERHOUSE TAILRACE,1135,37.946,-120.532,SONORA,6,8501, , ,801,24,0,TUOLUMNE,STANISLAUS R,CA Dept of Fish and Game,SAN JOAQUIN RIVER,25
NOY,NOYO RIVER NR FORT BRAGG,12,39.42822266,-123.737793,,1,1250, , ,58,11,0,MENDOCINO,NOYO R,US Geological Survey,NORTH COAST,"1,14"
